ID_P,Squadra_C,Squadra_T,Giocatore_C_1,Giocatore_C_2,Giocatore_C_3,Giocatore_C_4,Giocatore_C_5,Giocatore_C_6,Giocatore_C_7,Giocatore_C_8,Giocatore_C_9,Giocatore_C_10,Giocatore_C_11,Giocatore_T_1,Giocatore_T_2,Giocatore_T_3,Giocatore_T_4,Giocatore_T_5,Giocatore_T_6,Giocatore_T_7,Giocatore_T_8,Giocatore_T_9,Giocatore_T_10,Giocatore_T_11,Giocatore_C_X1,Giocatore_C_X2,Giocatore_C_X3,Giocatore_C_X4,Giocatore_C_X5,Giocatore_C_X6,Giocatore_C_X7,Giocatore_C_X8,Giocatore_C_X9,Giocatore_C_X10,Giocatore_C_X11,Giocatore_T_X1,Giocatore_T_X2,Giocatore_T_X3,Giocatore_T_X4,Giocatore_T_X5,Giocatore_T_X6,Giocatore_T_X7,Giocatore_T_X8,Giocatore_T_X9,Giocatore_T_X10,Giocatore_T_X11,Giocatore_C_Y1,Giocatore_C_Y2,Giocatore_C_Y3,Giocatore_C_Y4,Giocatore_C_Y5,Giocatore_C_Y6,Giocatore_C_Y7,Giocatore_C_Y8,Giocatore_C_Y9,Giocatore_C_Y10,Giocatore_C_Y11,Giocatore_T_Y1,Giocatore_T_Y2,Giocatore_T_Y3,Giocatore_T_Y4,Giocatore_T_Y5,Giocatore_T_Y6,Giocatore_T_Y7,Giocatore_T_Y8,Giocatore_T_Y9,Giocatore_T_Y10,Giocatore_T_Y11
1983567,8277,9908,189084,229907,192904,233711,231885,222994,205401,211504,204738,225539,229167,208894,198147,172850,209839,178187,228644,227633,198070,183519,205693,228568,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,5,4,6,5,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,7,7,9,11,11
1983568,8464,9803,165735,200158,187620,193706,211195,219979,202458,200374,230561,193169,201938,204367,220205,183564,178140,183933,163244,48738,192786,205603,179941,213321,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10
1983569,7788,10218,205572,186453,223687,200122,200499,215701,204370,184637,231150,215609,200422,136222,184027,184657,203875,215528,193669,156653,172475,228666,223730,185171,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10
1983570,9908,10229,208894,198147,172850,209839,178187,228644,227633,198070,183519,205693,193296,223690,189300,168585,188416,210384,210010,190549,200424,215871,226537,224243,5,2,4,6,8,5,4,6,5,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,7,7,9,11,11,1,3,3,3,3,7,7,7,10,10,10
1983571,10235,8464,169181,222558,203485,203888,199566,198006,162329,203535,209769,15723,172049,165735,200158,187620,193706,211195,194669,219979,200374,202458,193169,201938,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10
1983572,6413,8640,47020,209371,183736,208018,209378,178319,203399,221521,223790,208153,209503,190778,204259,195363,173432,205995,193158,171897,199767,192362,189805,204366,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10
1983573,8526,8593,228860,200083,200375,228870,\N,216289,229212,170635,207464,216823,229215,199987,208004,207725,193440,208459,202746,203483,193198,216860,205175,205966,5,2,4,6,8,5,4,6,5,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,7,7,9,11,11,1,3,3,3,3,7,7,7,10,10,10
1983574,9803,8525,204367,220205,183564,192786,183933,210870,48738,163244,179941,213321,205603,199568,209764,188424,169158,209377,215527,189713,203446,193346,203799,203903,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10
1983575,8674,9791,192358,220093,202540,157305,203845,168584,226677,228747,202459,210423,204136,109493,215592,200425,231823,223697,202050,209701,220118,212538,223115,210488,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10
1983576,10217,10228,184040,224213,204476,221641,188621,204392,212485,164986,148854,225657,207739,183567,204449,204627,216271,205926,226853,209782,229158,221919,200235,202200,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10
1983577,8611,8277,200698,226436,218047,200818,207531,199169,177543,199639,177106,208670,232227,189084,224841,189938,192904,231885,217526,222994,204738,205401,229167,228017,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1987032,9825,8654,48940,158626,53612,165229,177604,189271,146562,186561,176635,198784,178509,194911,173546,176285,183855,189615,152879,225908,186801,177388,153177,193554,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,6,8,10,10
1987033,8678,10252,105846,135883,180635,193011,169638,186395,184749,172768,166838,185422,196978,164505,198133,169721,183129,219681,201519,193474,189280,169214,197756,164469,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10
1987034,8455,10003,192119,178372,164468,13732,184432,191202,162895,180403,188152,183277,179844,164835,186598,201988,163824,173735,189165,180283,176571,34308,186805,159145,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1987035,8668,9817,16254,180216,203574,53914,209852,6826,188253,172175,189725,199189,192505,135451,192667,177578,180706,182744,178213,161805,169100,159171,178322,183125,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1987036,8197,8472,163587,175932,137785,136113,183130,186578,186132,200759,204485,194365,208830,192613,138722,163418,197655,186190,164459,169607,183465,165740,50542,178416,5,3,5,7,2,4,6,8,5,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,7,7,7,7,9,11,11,1,3,3,3,3,7,7,7,10,10,10
1987037,10260,8586,173373,184392,189881,190815,205988,21146,177358,178088,202556,152908,54050,137677,188377,184087,172871,205923,213296,202335,162240,190460,200529,202126,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1987038,10261,8466,170597,188155,48745,210897,201955,183940,193942,183394,181291,178033,177765,2147,201118,171791,191648,218659,151508,188942,199434,208722,169792,164376,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1987039,9850,9826,163600,122574,162886,172949,201884,183422,152536,152567,149791,171321,172960,189324,186392,157665,159577,193475,152514,167943,171972,198717,186117,172937,5,2,4,6,8,1,3,5,7,9,5,5,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,7,7,7,7,9,11
1987040,10194,8650,203042,137782,186672,192766,178567,199767,163303,138436,155976,158372,187084,173426,190456,195086,166706,225100,189242,183711,138412,205540,180819,184111,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,5,4,6,3,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,8,6,6,8,8,11
1987041,8659,8456,51261,194806,52306,138726,186130,178487,198489,162981,138782,13879,204289,150724,163419,139720,190531,185103,20289,135507,146536,168542,202652,189963,5,4,8,6,2,4,8,2,6,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
1987078,10252,10260,164505,198133,169721,183129,219681,193474,189280,201519,197756,169214,164469,173373,184392,189881,190815,205988,21146,177358,178088,208330,202556,54050,5,2,4,6,8,3,5,7,4,6,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,6,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1987079,9826,9825,189324,186392,157665,159577,193475,171972,167943,152514,189157,198717,191089,48940,203747,53612,165229,177604,189271,146562,186561,176635,184941,178509,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1987080,8650,8678,173426,190456,166706,195086,225100,183711,138412,205540,189242,180819,184111,105846,135883,180635,193011,169638,186395,197953,172768,182945,185422,196978,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11
1987081,8456,8455,150724,163419,139720,190531,185103,20289,135507,146536,168542,202652,153079,172723,178372,164468,13732,184432,184943,191202,180403,162895,183277,179844,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1987082,8466,8668,2147,201118,191648,171791,218659,151508,188942,199434,208722,169216,164376,16254,180216,203574,53914,209852,188253,6826,122849,199189,189725,192505,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1987083,8472,9850,192613,138722,197655,163418,186190,164459,169607,187052,178416,164769,50542,163600,122574,162886,172949,201884,171321,152567,183422,149791,198719,165191,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
1987084,10003,10261,164835,186598,201988,163824,173735,169706,189165,176571,34308,186805,159145,170597,188155,210897,48745,201955,183940,193942,183394,181291,178033,177765,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1987085,8586,10194,167948,188377,184087,172871,205923,202335,190683,162240,190460,200529,202126,203042,137782,186672,192766,178567,199767,163303,138436,184200,158372,187084,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
1987086,9817,8659,135451,192667,177578,180706,178322,161805,178213,169100,159171,185195,183125,51261,52306,109852,194806,45842,178487,183893,138782,162981,13879,204289,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
1987087,8654,8197,194911,200841,176285,183855,189615,152879,225908,177388,193554,186801,153177,163587,175932,137785,136113,200759,204485,186578,186132,183130,194365,208830,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10
1987597,9825,10252,48940,203747,165229,225903,177604,189271,189461,184941,176635,146562,178509,162054,224526,138726,225450,181455,182882,189280,193474,198133,197756,169214,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10
1987598,8455,8197,192119,184432,178372,164468,209620,162895,191202,189505,180403,183277,207948,163587,169600,148569,136113,139313,186132,215914,220633,186578,204485,208830,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1987599,8668,9850,16254,216791,203574,53914,163631,188253,6826,\N,172175,230005,192505,163600,197860,183774,162886,184472,198719,53593,171321,163571,163209,165191,5,2,4,6,8,4,6,3,7,5,5,5,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11
1987600,10260,8678,193080,167905,189881,190815,231535,21146,178088,207494,54050,211300,231677,164853,135883,180635,193011,169638,186395,172768,184749,166838,196978,185422,5,2,4,6,8,5,2,4,6,8,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
1987601,10261,8586,193331,188155,159034,210897,204355,170783,193942,181291,183394,194932,215716,167948,188377,184087,172871,205923,202335,190683,170368,200104,190460,202126,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1987602,8466,9826,172203,204519,203376,171791,169705,199576,188942,208722,151508,199434,169216,49212,186392,172953,159577,193475,181483,171972,152514,186117,205670,53050,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1987603,10194,8654,2651,186672,169596,198202,178567,163303,197875,138436,176993,184200,173608,169697,173546,176285,183855,189615,190717,186801,152879,188988,193554,182836,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
1987604,10003,8456,192129,153938,201988,198198,223747,169706,140415,186351,54051,176571,186805,150724,163419,192366,190531,152554,146536,184134,135507,192985,225719,153079,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10
1987605,9817,8472,135451,180706,177578,189067,208920,138698,183385,160292,159171,185195,183125,204935,212722,184082,3484,224834,183465,225462,178416,216268,164459,179875,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,6,3,5,7,4,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,8,8,8,6,11
1987606,8659,8650,163155,194806,109852,45842,169588,183893,138782,231408,178487,198489,189250,184585,201999,166706,176266,210389,206538,220940,184716,184111,224021,205540,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,3,5,7,5,7,3,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10
1988730,9825,8650,48940,203747,205989,225903,177604,189271,146562,186561,176635,184941,178509,173426,190456,166706,195086,225100,208333,176266,138412,189242,201942,184111,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988731,9826,10252,189324,186392,157665,159577,193475,171972,167943,152514,179613,198717,172937,164505,198133,169721,183129,219681,182882,189280,193474,164469,187942,206517,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10
1988732,8668,8456,16254,180216,203574,53914,209852,188253,6826,122849,199189,189725,192505,150724,163419,139720,190531,185103,20289,135507,146536,168542,202652,153079,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988733,8197,8586,163587,175932,137785,136113,200759,204485,186132,186578,183130,194365,208830,167948,188377,184087,172871,205923,190683,202335,162240,170368,200529,202126,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
1988734,10260,10261,173373,184392,189881,190815,205988,177358,121944,178088,208330,202556,54050,170597,210897,159034,48745,201955,183940,193942,215590,181291,178033,215716,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988735,9850,10194,163600,122574,162886,172949,201884,198719,183422,152567,171321,149791,165191,203042,137782,186672,192766,178567,199767,163303,193348,158372,184200,187084,5,2,4,6,8,2,4,6,8,5,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11
1988736,8472,10003,192613,138722,197655,3484,186190,183465,169607,163340,187052,178416,50542,164835,186598,201988,163824,173735,189165,169706,176571,34308,186805,159145,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988737,9817,8466,135451,192667,177578,180706,182744,161805,178213,169100,185195,159171,183125,2147,191648,171791,193504,201118,188942,199576,218659,151508,208722,164376,5,2,4,6,8,4,6,3,5,7,5,5,3,5,7,2,4,6,8,5,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,7,7,7,7,9,11,11
1988738,8659,8455,51261,194806,45842,109852,52306,183893,190852,138782,162981,198489,189250,192119,178372,204311,13732,184432,191202,162895,189505,180403,183277,179844,5,2,4,6,8,5,2,4,6,8,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988739,8654,8678,169697,200841,176285,183855,189615,152879,200054,186801,177388,51394,193554,105846,135883,180635,193011,169638,186395,197953,172768,182945,185422,196978,5,2,4,6,8,3,5,7,4,6,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,6,8,8,11,1,3,3,3,3,7,7,7,7,10,10
1988740,10252,8472,164505,139533,169721,183129,219681,189280,182882,193474,198133,187942,169214,192613,138722,3484,163418,186190,178416,183465,169607,187052,163340,50542,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10
1988741,8678,8197,105846,135883,180635,193011,169638,182945,197953,172768,186395,172904,196978,163587,175932,137785,136113,200759,186132,186578,204485,215914,183130,208830,5,2,4,6,8,2,4,6,8,5,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11
1988742,8455,9826,192119,178372,204311,164468,184432,162895,191202,189505,180403,183277,179844,189324,186392,157665,159577,193475,171972,167943,152514,179613,198717,191089,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988743,8650,8654,173426,190456,166706,195086,225100,208333,176266,138412,201942,184111,189242,169697,173546,176285,183855,189615,186801,200054,152879,188988,193554,177388,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10
1988744,8456,9817,150724,163419,139720,190531,185103,20289,135507,146536,168542,202652,153079,135451,192667,177578,180706,182744,178213,161805,138698,185195,159171,183125,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988745,10261,9825,170597,188155,210897,48745,201955,193942,183940,183394,181291,204970,215716,48940,203747,225903,177604,165229,146562,189271,198784,186561,184941,164859,5,2,4,6,8,4,6,3,5,7,5,5,2,4,8,6,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988746,8466,9850,2147,201118,171791,191648,218659,151508,199576,199434,208722,205569,164376,163600,122574,162886,172949,201884,152567,171321,198719,149791,183422,165191,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988747,10194,8659,203042,137782,186672,192766,178567,155976,163303,193348,199767,158372,187084,51261,194806,109852,45842,138726,183893,178487,138782,162981,198489,189250,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11
1988748,10003,10260,164835,186598,201988,163824,173735,169706,189165,176571,34308,54051,159145,173373,184392,189881,190815,205988,121944,177358,178088,191740,202556,54050,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988749,8586,8668,167948,188377,184087,172871,169595,202335,213296,162240,190683,200529,202126,16254,180216,203574,53914,198335,188253,6826,122849,199189,189725,192505,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988750,9825,10194,48940,203747,225903,165229,177604,189271,146562,186561,176635,184941,164859,203042,163261,186672,192766,178567,193348,199767,163303,184200,187084,173608,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
1988751,9826,8456,189324,184037,157665,46815,193475,171972,167943,198717,152514,179613,189157,150724,163419,139720,190531,185103,146536,20289,135507,165239,189963,153079,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
1988752,8668,8455,16254,180216,203574,53914,209852,188253,6826,200765,122849,192505,199189,172723,178372,204311,13732,184432,191202,164477,189505,162895,183277,179844,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11
1988753,8197,10252,163587,175932,137785,136113,200759,204485,186132,158810,183130,194365,208830,164505,198133,169721,138726,219681,182882,189280,210930,169214,206517,164469,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
1988754,10260,8650,193080,184392,189881,190815,205988,21146,121944,178088,191740,202556,176944,173426,190456,166706,195086,225100,138412,176266,208333,201942,184111,195859,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10
1988755,9850,8678,163600,201908,162886,172949,201884,198719,183422,152567,163571,149791,165191,105846,135883,180635,193011,190885,186395,172768,197953,189446,185422,196978,5,2,4,6,8,2,4,6,8,5,5,5,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11
1988756,8472,8586,192613,138722,3484,163418,186190,187052,170919,178416,176794,186200,50542,167948,188377,184087,172871,205923,202335,190683,211117,200104,200529,202126,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988757,9817,10003,135451,192667,180706,177578,169100,161805,178213,138698,185195,159171,183125,164835,186598,201988,163824,173735,189165,169706,176571,34308,54051,159145,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988758,8659,8466,51261,194806,109852,169588,52306,190852,138782,183893,178487,189250,13879,2147,201118,171791,203376,218659,188942,205569,199434,151508,169792,164376,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
1988759,8654,10261,169697,173546,176285,183855,189615,152879,186801,188988,177388,172962,193554,170597,188155,210897,48745,201955,183940,193942,183394,181291,204970,177765,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988760,10252,8659,164505,139533,169721,138726,219681,189280,182882,206517,169214,210930,164469,51261,194806,109852,169588,52306,162981,183893,138782,198489,189250,204289,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
1988761,8678,8472,105846,135883,193011,26992,169638,186395,184749,172768,166838,172904,196978,192613,138722,197655,163418,186190,170919,187052,178416,176794,186200,50542,5,2,4,6,8,2,4,6,8,5,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11
1988762,8455,9825,172723,178372,164468,204311,184432,191202,162895,189505,188152,183277,179844,48940,203747,225903,165229,177604,189271,146562,186561,176635,184941,164859,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988763,8650,9850,173426,208333,166706,183285,190456,189242,176266,205566,138412,184111,171833,163600,122574,162886,172949,201884,152567,198719,171321,183422,163571,165191,5,3,5,7,1,5,7,9,3,4,6,5,2,4,6,8,5,2,4,6,8,5,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,3,6,8,8,8,8,11
1988764,8456,8654,150724,163419,192366,190531,185103,20289,135507,146536,192985,202652,153079,194911,200841,176285,173546,189615,152879,200054,172962,188988,177388,193554,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988765,10261,9817,170597,188155,210897,48745,201955,193942,204970,183394,181291,215590,177765,135451,192667,177578,180706,169100,138698,178213,160292,159171,185195,183125,5,2,4,6,8,5,2,4,6,8,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
1988766,8466,10260,2147,191648,171791,203376,218659,188942,199576,208722,205569,199434,164376,193080,184392,189881,190815,201862,21146,177358,178088,54050,202556,211300,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
1988767,10194,8197,203042,137782,186672,166919,178567,163303,199767,193348,176993,184200,138436,163587,175932,137785,136113,200759,186132,158810,215914,204485,208830,194365,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,6,8,10,10
1988768,10003,8668,164835,186598,201988,163824,173735,169706,189165,176571,34308,186805,159145,16254,200741,203574,53914,209852,188253,6826,122849,199189,163209,192505,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
